timestamp,dlt_file,detector_1_total_counts,detector_1_neutron_counts,detector_2_total_counts,detector_2_neutron_counts,detector_3_total_counts,detector_3_neutron_counts,detector_4_total_counts,detector_4_neutron_counts,detector_5_total_counts,detector_5_neutron_counts,detector_6_total_counts,detector_6_neutron_counts,detector_7_total_counts,detector_7_neutron_counts,detector_8_total_counts,detector_8_neutron_counts,detector_9_total_counts,detector_9_neutron_counts,detector_10_total_counts,detector_10_neutron_counts,detector_11_total_counts,detector_11_neutron_counts,detector_12_total_counts,detector_12_neutron_counts,detector_13_total_counts,detector_13_neutron_counts,detector_14_total_counts,detector_14_neutron_counts,detector_15_total_counts,detector_15_neutron_counts,detector_16_total_counts,detector_16_neutron_counts,observations,detector_1_histogram_name,detector_2_histogram_name,detector_3_histogram_name,detector_4_histogram_name,detector_5_histogram_name,detector_6_histogram_name,detector_7_histogram_name,detector_8_histogram_name,detector_9_histogram_name,detector_10_histogram_name,detector_11_histogram_name,detector_12_histogram_name,detector_13_histogram_name,detector_14_histogram_name,detector_15_histogram_name,detector_16_histogram_name
2024-11-04 03:05:08,,541.0,128.0,298267.0,125.0,174.0,104.0,234.0,124.0,128.0,42.0,571328.0,2930.0,161634.0,136.0,192.0,147.0,771.0,614.0,281.0,202.0,357.0,164.0,66.0,36.0,86.0,29.0,361.0,116.0,221.0,127.0,119.0,76.0,UCN_test,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 04:33:40,,391.0,312.0,352.0,299.0,269.0,142.0,335.0,205.0,53.0,23.0,285.0,223.0,188.0,159.0,200.0,156.0,575.0,494.0,365.0,279.0,280.0,223.0,80.0,43.0,101.0,45.0,193.0,138.0,175.0,133.0,118.0,88.0,Sin observaciones,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 05:05:52,,672.0,526.0,603.0,508.0,418.0,223.0,598.0,346.0,112.0,52.0,477.0,377.0,336.0,292.0,341.0,279.0,1033.0,898.0,630.0,483.0,490.0,380.0,142.0,67.0,199.0,90.0,336.0,243.0,309.0,231.0,201.0,152.0,todo bien. RH 78.21,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 05:30:18,,892.0,717.0,792.0,667.0,531.0,293.0,806.0,463.0,157.0,72.0,629.0,499.0,456.0,397.0,446.0,355.0,1364.0,1186.0,809.0,617.0,644.0,490.0,184.0,90.0,253.0,113.0,445.0,322.0,392.0,289.0,257.0,188.0,todo bien,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 06:01:32,,1199.0,962.0,1037.0,869.0,668.0,375.0,1072.0,629.0,230.0,103.0,835.0,665.0,605.0,523.0,595.0,478.0,1851.0,1612.0,1038.0,779.0,872.0,659.0,246.0,120.0,310.0,136.0,594.0,428.0,506.0,370.0,348.0,252.0,todo bien. ligeramente nublado,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 06:30:24,,1459.0,1175.0,1236.0,1030.0,800.0,446.0,1315.0,785.0,284.0,128.0,1011.0,803.0,729.0,627.0,722.0,577.0,2345.0,2030.0,1251.0,935.0,1056.0,788.0,290.0,151.0,378.0,161.0,716.0,511.0,616.0,444.0,422.0,309.0,todo bien. Bateria 11.3volt 25.0celsius.,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 07:00:34,,1715.0,1394.0,1444.0,1202.0,958.0,555.0,1569.0,944.0,352.0,163.0,1204.0,959.0,872.0,747.0,858.0,688.0,2767.0,2381.0,1486.0,1108.0,1242.0,931.0,328.0,169.0,456.0,194.0,856.0,624.0,729.0,528.0,501.0,369.0,todo bien. cielo despejado. bateria 11.3volts 25.0celsius,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 07:30:31,,1984.0,1621.0,1661.0,1386.0,1085.0,634.0,1826.0,1105.0,415.0,187.0,1404.0,1132.0,1022.0,872.0,1001.0,800.0,3216.0,2766.0,1739.0,1297.0,1431.0,1068.0,381.0,190.0,529.0,225.0,976.0,706.0,837.0,604.0,583.0,424.0,todo bien. bateria 11.2volts 25.8celsius,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 08:32:44,,2558.0,2088.0,2179.0,1826.0,1347.0,797.0,2343.0,1396.0,523.0,229.0,1803.0,1458.0,1302.0,1102.0,1286.0,1017.0,4147.0,3556.0,2250.0,1685.0,1838.0,1369.0,493.0,239.0,699.0,284.0,1267.0,902.0,1118.0,796.0,753.0,557.0,registro 08:00 UTC inexistente debido a falla de inversor,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
2024-11-04 09:00:15,,2790.0,2284.0,2405.0,2005.0,1461.0,871.0,2538.0,1513.0,582.0,251.0,1961.0,1587.0,1418.0,1193.0,1405.0,1119.0,4548.0,3903.0,2467.0,1848.0,1994.0,1482.0,538.0,260.0,766.0,320.0,1373.0,965.0,1214.0,863.0,829.0,617.0,problemas con el inversor. el experimento ha podido continuar.,Ch01_Cal,Ch02_Cal,Ch03_Cal,Ch04_Cal,Ch05_Cal,Ch06_Cal,Ch07_Cal,Ch08_Cal,Ch09_Cal,Ch10_Cal,Ch11_Cal,Ch12_Cal,Ch13_Cal,Ch14_Cal,Ch15_Cal,Ch16_Cal
